id,title,text,E,P,B,R,score
F3,RQ2 xlstm/GF (agaci_cqr): adaptiv vs const,RQ2 xlstm/GF (agaci_cqr): adaptiv vs const: A ist im Median über Länder um 12.8% des Referenz-Winklers schlechter (Panel-t[NW] = 6.00; 10% der Länder mit Vorteil A; 30% FDR-signifikant; Median-q = 0.370).,0.6405345289010517,0.6296376980039416,0.9,0.8,0.721
F3,RQ2 xlstm/GF (cqr_rolling): adaptiv vs const,RQ2 xlstm/GF (cqr_rolling): adaptiv vs const: A ist im Median über Länder um 11.8% des Referenz-Winklers schlechter (Panel-t[NW] = 5.57; 10% der Länder mit Vorteil A; 27% FDR-signifikant; Median-q = 0.325).,0.5912473893648517,0.6748924060021398,0.9,0.8,0.72
F3,RQ2 lstm/GF (aci_cqr): adaptiv vs const,RQ2 lstm/GF (aci_cqr): adaptiv vs const: A ist im Median über Länder um 7.3% des Referenz-Winklers schlechter (Panel-t[NW] = 4.22; 10% der Länder mit Vorteil A; 50% FDR-signifikant; Median-q = 0.096).,0.36375399359131244,0.9043985033875641,0.9,0.8,0.72
F3,RQ2 lstm/GF (agaci_cqr): adaptiv vs const,RQ2 lstm/GF (agaci_cqr): adaptiv vs const: A ist im Median über Länder um 7.2% des Referenz-Winklers schlechter (Panel-t[NW] = 3.68; 10% der Länder mit Vorteil A; 53% FDR-signifikant; Median-q = 0.095).,0.36027787285754254,0.9054475249266051,0.9,0.8,0.72
F5,Fehlkalibrierung: xlstm/L/native,xlstm/L/native: Coverage-Validität in 40% der Länder FDR-verworfen; mittlere Coverage 0.744 (Unterdeckung um 5.6pp).,0.5590551181102366,0.9,0.4,1.0,0.718
F2,RQ1 xlstm (dtaci_cqr): GF vs GI,RQ1 xlstm (dtaci_cqr): GF vs GI: A ist im Median über Länder um 7.5% des Referenz-Winklers besser (Panel-t[NW] = -5.89; 90% der Länder mit Vorteil A; 37% FDR-signifikant; Median-q = 0.121).,0.3750024056550496,0.879327122531186,0.9,0.8,0.716
F5,Fehlkalibrierung: lstm/GI/pid_tan_cqr,lstm/GI/pid_tan_cqr: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.841 (Überdeckung um 4.1pp).,0.4094488188976364,0.9,0.6,1.0,0.713
F5,Fehlkalibrierung: xlstm/G/cqr_static,xlstm/G/cqr_static: Coverage-Validität in 50% der Länder FDR-verworfen; mittlere Coverage 0.753 (Unterdeckung um 4.7pp).,0.47244094488189003,0.9,0.5,1.0,0.712
F3,RQ2 lstm/G (cqr_rolling): adaptiv vs const,RQ2 lstm/G (cqr_rolling): adaptiv vs const: A ist im Median über Länder um 7.0% des Referenz-Winklers schlechter (Panel-t[NW] = 4.54; 10% der Länder mit Vorteil A; 47% FDR-signifikant; Median-q = 0.113).,0.34800301701098546,0.8870768075441996,0.9,0.8,0.711
F5,Fehlkalibrierung: lstm/G/saocp_cqr,lstm/G/saocp_cqr: Coverage-Validität in 40% der Länder FDR-verworfen; mittlere Coverage 0.854 (Überdeckung um 5.4pp).,0.5354330708661426,0.9,0.4,1.0,0.711
F2,RQ1 xlstm (agaci_cqr): GF vs GI,RQ1 xlstm (agaci_cqr): GF vs GI: A ist im Median über Länder um 6.2% des Referenz-Winklers besser (Panel-t[NW] = -5.61; 100% der Länder mit Vorteil A; 40% FDR-signifikant; Median-q = 0.145).,0.3113206098447268,0.8547868628559678,1.0,0.8,0.71
F3,RQ2 lstm/G (agaci_cqr): adaptiv vs const,RQ2 lstm/G (agaci_cqr): adaptiv vs const: A ist im Median über Länder um 7.0% des Referenz-Winklers schlechter (Panel-t[NW] = 3.57; 10% der Länder mit Vorteil A; 43% FDR-signifikant; Median-q = 0.118).,0.3517894841577833,0.8821383101057825,0.9,0.8,0.71
F5,Fehlkalibrierung: xlstm/L/cqr_static,xlstm/L/cqr_static: Coverage-Validität in 90% der Länder FDR-verworfen; mittlere Coverage 0.780 (Unterdeckung um 2.0pp).,0.19685039370078705,0.9,0.9,1.0,0.709
F3,RQ2 lstm/G (aci_cqr): adaptiv vs const,RQ2 lstm/G (aci_cqr): adaptiv vs const: A ist im Median über Länder um 6.9% des Referenz-Winklers schlechter (Panel-t[NW] = 4.28; 10% der Länder mit Vorteil A; 50% FDR-signifikant; Median-q = 0.115).,0.3442700789924189,0.8848149270759378,0.9,0.8,0.709
F3,RQ2 xlstm/GF (saocp_cqr): adaptiv vs const,RQ2 xlstm/GF (saocp_cqr): adaptiv vs const: A ist im Median über Länder um 9.4% des Referenz-Winklers schlechter (Panel-t[NW] = 3.47; 30% der Länder mit Vorteil A; 50% FDR-signifikant; Median-q = 0.108).,0.4684036835784405,0.8923615445252675,0.7,0.8,0.708
F5,Fehlkalibrierung: lstm/GI/pid_tan_cqr,lstm/GI/pid_tan_cqr: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.839 (Überdeckung um 3.9pp).,0.3937007874015741,0.9,0.6,1.0,0.708
F2,RQ1 xlstm (spci_cqr): GF vs GI,RQ1 xlstm (spci_cqr): GF vs GI: A ist im Median über Länder um 9.4% des Referenz-Winklers besser (Panel-t[NW] = -5.29; 90% der Länder mit Vorteil A; 27% FDR-signifikant; Median-q = 0.242).,0.4687160173494076,0.7578609653252368,0.9,0.8,0.708
F2,RQ1 xlstm (agaci_cqr): G vs L,RQ1 xlstm (agaci_cqr): G vs L: A ist im Median über Länder um 12.1% des Referenz-Winklers schlechter (Panel-t[NW] = 5.11; 10% der Länder mit Vorteil A; 23% FDR-signifikant; Median-q = 0.380).,0.6044943902953716,0.6202028763730575,0.9,0.8,0.707
F5,Fehlkalibrierung: xlstm/GF/cqr_static,xlstm/GF/cqr_static: Coverage-Validität in 50% der Länder FDR-verworfen; mittlere Coverage 0.754 (Unterdeckung um 4.6pp).,0.45669291338582774,0.9,0.5,1.0,0.707
F5,Fehlkalibrierung: lstm/GI/cqr_static,lstm/GI/cqr_static: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.832 (Überdeckung um 3.2pp).,0.3228346456692899,0.9,0.7,1.0,0.707
F5,Fehlkalibrierung: lstm/GF/saocp_cqr,lstm/GF/saocp_cqr: Coverage-Validität in 40% der Länder FDR-verworfen; mittlere Coverage 0.852 (Überdeckung um 5.2pp).,0.5196850393700769,0.9,0.4,1.0,0.706
F3,RQ2 lstm/G (dtaci_cqr): adaptiv vs const,RQ2 lstm/G (dtaci_cqr): adaptiv vs const: A ist im Median über Länder um 7.2% des Referenz-Winklers schlechter (Panel-t[NW] = 3.67; 10% der Länder mit Vorteil A; 43% FDR-signifikant; Median-q = 0.139).,0.35854707870130925,0.8607665370707311,0.9,0.8,0.706
F2,RQ1 xlstm (decay_ocp_cqr): GF vs GI,RQ1 xlstm (decay_ocp_cqr): GF vs GI: A ist im Median über Länder um 6.1% des Referenz-Winklers besser (Panel-t[NW] = -4.94; 80% der Länder mit Vorteil A; 67% FDR-signifikant; Median-q = 0.023).,0.30393714475295486,0.9765851280276605,0.8,0.8,0.704
F2,RQ1 xlstm (agaci_cqr): GF vs GI,RQ1 xlstm (agaci_cqr): GF vs GI: A ist im Median über Länder um 7.1% des Referenz-Winklers besser (Panel-t[NW] = -5.32; 90% der Länder mit Vorteil A; 40% FDR-signifikant; Median-q = 0.145).,0.354061561094305,0.8547868628559678,0.9,0.8,0.703
F3,RQ2 lstm/G (dtaci_cqr): adaptiv vs const,RQ2 lstm/G (dtaci_cqr): adaptiv vs const: A ist im Median über Länder um 7.0% des Referenz-Winklers schlechter (Panel-t[NW] = 4.24; 10% der Länder mit Vorteil A; 43% FDR-signifikant; Median-q = 0.139).,0.35030392653928544,0.8607665370707311,0.9,0.8,0.703
F5,Fehlkalibrierung: xlstm/GI/pid_tan_cqr,xlstm/GI/pid_tan_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.831 (Überdeckung um 3.1pp).,0.3070866141732276,0.9,0.7,1.0,0.702
F2,RQ1 xlstm (pid_cqr): GF vs GI,RQ1 xlstm (pid_cqr): GF vs GI: A ist im Median über Länder um 6.7% des Referenz-Winklers besser (Panel-t[NW] = -5.46; 100% der Länder mit Vorteil A; 43% FDR-signifikant; Median-q = 0.197).,0.3357621394406062,0.8029196533194849,1.0,0.8,0.702
F2,RQ1 xlstm (saocp_cqr): GF vs GI,RQ1 xlstm (saocp_cqr): GF vs GI: A ist im Median über Länder um 4.8% des Referenz-Winklers besser (Panel-t[NW] = -7.00; 100% der Länder mit Vorteil A; 50% FDR-signifikant; Median-q = 0.101).,0.24071860667767647,0.8989877614389119,1.0,0.8,0.702
F3,RQ2 xlstm/GF (dtaci_cqr): adaptiv vs const,RQ2 xlstm/GF (dtaci_cqr): adaptiv vs const: A ist im Median über Länder um 11.2% des Referenz-Winklers schlechter (Panel-t[NW] = 5.62; 10% der Länder mit Vorteil A; 30% FDR-signifikant; Median-q = 0.353).,0.5578859008340121,0.6468990960053952,0.9,0.8,0.701
F3,RQ2 lstm/G (decay_ocp_cqr): adaptiv vs const,RQ2 lstm/G (decay_ocp_cqr): adaptiv vs const: A ist im Median über Länder um 7.1% des Referenz-Winklers schlechter (Panel-t[NW] = 4.67; 10% der Länder mit Vorteil A; 40% FDR-signifikant; Median-q = 0.152).,0.35591270088275345,0.8481968127103126,0.9,0.8,0.701
F2,RQ1 xlstm (decay_ocp_cqr): GF vs G,RQ1 xlstm (decay_ocp_cqr): GF vs G: A ist im Median über Länder um 3.9% des Referenz-Winklers besser (Panel-t[NW] = -4.87; 100% der Länder mit Vorteil A; 57% FDR-signifikant; Median-q = 0.058).,0.19504597870214993,0.9422122261806966,1.0,0.8,0.701
F2,RQ1 xlstm (pid_tan_cqr): GF vs GI,RQ1 xlstm (pid_tan_cqr): GF vs GI: A ist im Median über Länder um 7.0% des Referenz-Winklers besser (Panel-t[NW] = -4.62; 90% der Länder mit Vorteil A; 37% FDR-signifikant; Median-q = 0.147).,0.3488134668241377,0.8534916232924804,0.9,0.8,0.701
F2,RQ1 xlstm (decay_ocp_cqr): GF vs G,RQ1 xlstm (decay_ocp_cqr): GF vs G: A ist im Median über Länder um 3.9% des Referenz-Winklers besser (Panel-t[NW] = -8.43; 100% der Länder mit Vorteil A; 57% FDR-signifikant; Median-q = 0.058).,0.19597496014560942,0.9422122261806966,1.0,0.8,0.701
F2,RQ1 xlstm (dtaci_cqr): G vs L,RQ1 xlstm (dtaci_cqr): G vs L: A ist im Median über Länder um 11.0% des Referenz-Winklers schlechter (Panel-t[NW] = 4.70; 10% der Länder mit Vorteil A; 23% FDR-signifikant; Median-q = 0.347).,0.5476309197662619,0.6532949559533071,0.9,0.8,0.7
F3,RQ2 lstm/G (agaci_cqr): adaptiv vs const,RQ2 lstm/G (agaci_cqr): adaptiv vs const: A ist im Median über Länder um 6.3% des Referenz-Winklers schlechter (Panel-t[NW] = 3.34; 10% der Länder mit Vorteil A; 43% FDR-signifikant; Median-q = 0.118).,0.31604453646737557,0.8821383101057825,0.9,0.8,0.699
F2,RQ1 xlstm (cqr_rolling): GF vs GI,RQ1 xlstm (cqr_rolling): GF vs GI: A ist im Median über Länder um 6.6% des Referenz-Winklers besser (Panel-t[NW] = -5.10; 90% der Länder mit Vorteil A; 47% FDR-signifikant; Median-q = 0.139).,0.33123006868689403,0.8610081095030784,0.9,0.8,0.698
F1,Beste CP-Methode für lstm/GF: pid_cqr,lstm/GF: `pid_cqr` erreicht validity-gated den höchsten Median-Winkler-Skill vs. RW-native (0.057) bei mittlerer Coverage 0.831 (Ziel 0.80).,0.05722907313838521,0.9986192694032353,0.9,1.0,0.697
F3,RQ2 xlstm/L (decay_ocp_cqr): adaptiv vs const,RQ2 xlstm/L (decay_ocp_cqr): adaptiv vs const: A ist im Median über Länder um 7.7% des Referenz-Winklers besser (Panel-t[NW] = -7.58; 100% der Länder mit Vorteil A; 27% FDR-signifikant; Median-q = 0.269).,0.3874965787853514,0.7310414388971209,1.0,0.8,0.696
F1,Beste CP-Methode für lstm/G: pid_cqr,lstm/G: `pid_cqr` erreicht validity-gated den höchsten Median-Winkler-Skill vs. RW-native (0.054) bei mittlerer Coverage 0.828 (Ziel 0.80).,0.05379814608124578,0.9981993286303286,0.9,1.0,0.696
F2,RQ1 xlstm (saocp_cqr): GF vs GI,RQ1 xlstm (saocp_cqr): GF vs GI: A ist im Median über Länder um 4.3% des Referenz-Winklers besser (Panel-t[NW] = -4.75; 100% der Länder mit Vorteil A; 50% FDR-signifikant; Median-q = 0.101).,0.21643332173593183,0.8989877614389119,1.0,0.8,0.695
F3,RQ2 lstm/GF (cqr_rolling): adaptiv vs const,RQ2 lstm/GF (cqr_rolling): adaptiv vs const: A ist im Median über Länder um 5.3% des Referenz-Winklers schlechter (Panel-t[NW] = 2.95; 10% der Länder mit Vorteil A; 53% FDR-signifikant; Median-q = 0.083).,0.26680037337122847,0.9167820680569414,0.9,0.8,0.695
F3,RQ2 lstm/GF (aci_cqr): adaptiv vs const,RQ2 lstm/GF (aci_cqr): adaptiv vs const: A ist im Median über Länder um 5.5% des Referenz-Winklers schlechter (Panel-t[NW] = 3.10; 10% der Länder mit Vorteil A; 50% FDR-signifikant; Median-q = 0.096).,0.274903084602361,0.9043985033875641,0.9,0.8,0.694
F2,RQ1 xlstm (spci_cqr): GF vs GI,RQ1 xlstm (spci_cqr): GF vs GI: A ist im Median über Länder um 7.0% des Referenz-Winklers besser (Panel-t[NW] = -5.44; 100% der Länder mit Vorteil A; 27% FDR-signifikant; Median-q = 0.242).,0.349793403832254,0.7578609653252368,1.0,0.8,0.692
F3,RQ2 lstm/G (aci_cqr): adaptiv vs const,RQ2 lstm/G (aci_cqr): adaptiv vs const: A ist im Median über Länder um 5.8% des Referenz-Winklers schlechter (Panel-t[NW] = 3.34; 10% der Länder mit Vorteil A; 50% FDR-signifikant; Median-q = 0.115).,0.2900901268480444,0.8848149270759378,0.9,0.8,0.692
F3,RQ2 xlstm/G (agaci_cqr): adaptiv vs const,RQ2 xlstm/G (agaci_cqr): adaptiv vs const: A ist im Median über Länder um 12.2% des Referenz-Winklers schlechter (Panel-t[NW] = 5.02; 10% der Länder mit Vorteil A; 30% FDR-signifikant; Median-q = 0.434).,0.6075240881725106,0.5658449176394088,0.9,0.8,0.692
F3,RQ2 lstm/G (cqr_rolling): adaptiv vs const,RQ2 lstm/G (cqr_rolling): adaptiv vs const: A ist im Median über Länder um 5.7% des Referenz-Winklers schlechter (Panel-t[NW] = 3.12; 10% der Länder mit Vorteil A; 47% FDR-signifikant; Median-q = 0.113).,0.28497807863568236,0.8870768075441996,0.9,0.8,0.692
F3,RQ2 lstm/GF (agaci_cqr): adaptiv vs const,RQ2 lstm/GF (agaci_cqr): adaptiv vs const: A ist im Median über Länder um 5.3% des Referenz-Winklers schlechter (Panel-t[NW] = 3.15; 10% der Länder mit Vorteil A; 53% FDR-signifikant; Median-q = 0.095).,0.26352464183552554,0.9054475249266051,0.9,0.8,0.691
F5,Fehlkalibrierung: xlstm/G/cqr_static,xlstm/G/cqr_static: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.773 (Unterdeckung um 2.7pp).,0.2677165354330713,0.9,0.7,1.0,0.69
F5,Fehlkalibrierung: xlstm/L/cqr_static,xlstm/L/cqr_static: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.774 (Unterdeckung um 2.6pp).,0.2598425196850396,0.9,0.7,1.0,0.688
F2,RQ1 xlstm (dtaci_cqr): GF vs GI,RQ1 xlstm (dtaci_cqr): GF vs GI: A ist im Median über Länder um 5.6% des Referenz-Winklers besser (Panel-t[NW] = -5.16; 90% der Länder mit Vorteil A; 37% FDR-signifikant; Median-q = 0.121).,0.28138034329486705,0.879327122531186,0.9,0.8,0.688
F5,Fehlkalibrierung: lgbm/L/decay_ocp_cqr,lgbm/L/decay_ocp_cqr: Coverage-Validität in 40% der Länder FDR-verworfen; mittlere Coverage 0.846 (Überdeckung um 4.6pp).,0.4566929133858255,0.9,0.4,1.0,0.687
F3,RQ2 lstm/G (saocp_cqr): adaptiv vs const,RQ2 lstm/G (saocp_cqr): adaptiv vs const: A ist im Median über Länder um 6.0% des Referenz-Winklers besser (Panel-t[NW] = -1.86; 70% der Länder mit Vorteil A; 60% FDR-signifikant; Median-q = 0.018).,0.3010640674629892,0.981558720838,0.7,0.8,0.685
F3,RQ2 xlstm/G (pid_tan_cqr): adaptiv vs const,RQ2 xlstm/G (pid_tan_cqr): adaptiv vs const: A ist im Median über Länder um 12.2% des Referenz-Winklers schlechter (Panel-t[NW] = 3.62; 30% der Länder mit Vorteil A; 20% FDR-signifikant; Median-q = 0.329).,0.6106127030678723,0.670660549241993,0.7,0.8,0.684
F2,RQ1 xlstm (mondrian_cqr): GF vs GI,RQ1 xlstm (mondrian_cqr): GF vs GI: A ist im Median über Länder um 5.8% des Referenz-Winklers besser (Panel-t[NW] = -4.66; 90% der Länder mit Vorteil A; 47% FDR-signifikant; Median-q = 0.147).,0.28886406709260637,0.8529397153797695,0.9,0.8,0.683
F10,F10 arma vs arma_monthly (decay_ocp_cqr),F10 arma vs arma_monthly (decay_ocp_cqr): A ist im Median über Länder um 2.5% des Referenz-Winklers schlechter (Panel-t[NW] = 13.49; 20% der Länder mit Vorteil A; 50% FDR-signifikant; Median-q = 0.052).,0.12489962474585288,0.947530411796532,0.8,1.0,0.682
F5,Fehlkalibrierung: lgbm_const/L/native,lgbm_const/L/native: Coverage-Validität in 50% der Länder FDR-verworfen; mittlere Coverage 0.837 (Überdeckung um 3.7pp).,0.370078740157479,0.9,0.5,1.0,0.681
F3,RQ2 lstm/GF (dtaci_cqr): adaptiv vs const,RQ2 lstm/GF (dtaci_cqr): adaptiv vs const: A ist im Median über Länder um 4.2% des Referenz-Winklers schlechter (Panel-t[NW] = 3.05; 10% der Länder mit Vorteil A; 53% FDR-signifikant; Median-q = 0.076).,0.21097331492736288,0.9240194682725491,0.9,0.8,0.68
F2,RQ1 xlstm (pid_tan_cqr): GF vs GI,RQ1 xlstm (pid_tan_cqr): GF vs GI: A ist im Median über Länder um 6.8% des Referenz-Winklers besser (Panel-t[NW] = -3.42; 80% der Länder mit Vorteil A; 37% FDR-signifikant; Median-q = 0.147).,0.3420998975614512,0.8534916232924804,0.8,0.8,0.679
F2,RQ1 lstm (decay_ocp_cqr): GF vs GI,RQ1 lstm (decay_ocp_cqr): GF vs GI: A ist im Median über Länder um 4.8% des Referenz-Winklers besser (Panel-t[NW] = -12.60; 90% der Länder mit Vorteil A; 47% FDR-signifikant; Median-q = 0.115).,0.2392206591532326,0.8851062177839041,0.9,0.8,0.677
F8,Pool-Sensitivität: lstm/GI/cqr_rolling,"lstm/GI/cqr_rolling: mittlere Coverage-Differenz rolling vs. expanding = 8.9pp (> 2pp-Schwelle) — Pool-Dünnbesetzung relevant (§F8.1, erwartet für SPCI).",0.889763779527559,0.7,0.7,0.3,0.677
F5,Fehlkalibrierung: lstm/GF/pid_tan_cqr,lstm/GF/pid_tan_cqr: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.829 (Überdeckung um 2.9pp).,0.29133858267716417,0.9,0.6,1.0,0.677
F3,RQ2 lstm/GF (decay_ocp_cqr): adaptiv vs const,RQ2 lstm/GF (decay_ocp_cqr): adaptiv vs const: A ist im Median über Länder um 6.2% des Referenz-Winklers schlechter (Panel-t[NW] = 4.07; 20% der Länder mit Vorteil A; 47% FDR-signifikant; Median-q = 0.126).,0.31101053708475707,0.8735413226876751,0.8,0.8,0.675
F2,RQ1 xlstm (aci_cqr): GF vs GI,RQ1 xlstm (aci_cqr): GF vs GI: A ist im Median über Länder um 4.7% des Referenz-Winklers besser (Panel-t[NW] = -2.99; 90% der Länder mit Vorteil A; 43% FDR-signifikant; Median-q = 0.119).,0.23702679919535355,0.8805996444039149,0.9,0.8,0.675
F3,RQ2 lgbm/L (decay_ocp_cqr): adaptiv vs const,RQ2 lgbm/L (decay_ocp_cqr): adaptiv vs const: A ist im Median über Länder um 7.5% des Referenz-Winklers besser (Panel-t[NW] = -5.87; 80% der Länder mit Vorteil A; 50% FDR-signifikant; Median-q = 0.194).,0.3727394344540225,0.8064301739521091,0.8,0.8,0.674
F2,RQ1 xlstm (pid_cqr): GF vs GI,RQ1 xlstm (pid_cqr): GF vs GI: A ist im Median über Länder um 4.8% des Referenz-Winklers besser (Panel-t[NW] = -4.60; 100% der Länder mit Vorteil A; 43% FDR-signifikant; Median-q = 0.197).,0.24018299516944563,0.8029196533194849,1.0,0.8,0.673
F3,RQ2 xlstm/G (saocp_cqr): adaptiv vs const,RQ2 xlstm/G (saocp_cqr): adaptiv vs const: A ist im Median über Länder um 7.9% des Referenz-Winklers schlechter (Panel-t[NW] = 3.67; 30% der Länder mit Vorteil A; 50% FDR-signifikant; Median-q = 0.150).,0.3944028235032666,0.8501625680695983,0.7,0.8,0.673
F2,RQ1 xlstm (pid_local_cqr): GF vs GI,RQ1 xlstm (pid_local_cqr): GF vs GI: A ist im Median über Länder um 6.6% des Referenz-Winklers besser (Panel-t[NW] = -5.17; 100% der Länder mit Vorteil A; 23% FDR-signifikant; Median-q = 0.292).,0.3316680028927468,0.7080142928041817,1.0,0.8,0.672
F5,Fehlkalibrierung: lstm/G/pid_tan_cqr,lstm/G/pid_tan_cqr: Coverage-Validität in 50% der Länder FDR-verworfen; mittlere Coverage 0.834 (Überdeckung um 3.4pp).,0.3385826771653533,0.9,0.5,1.0,0.672
F2,RQ1 lstm (sfogd_cqr): GF vs GI,RQ1 lstm (sfogd_cqr): GF vs GI: A ist im Median über Länder um 5.7% des Referenz-Winklers besser (Panel-t[NW] = -2.99; 100% der Länder mit Vorteil A; 13% FDR-signifikant; Median-q = 0.249).,0.28469052247116905,0.7513441856594046,1.0,0.8,0.671
F3,RQ2 xlstm/G (cqr_static): adaptiv vs const,RQ2 xlstm/G (cqr_static): adaptiv vs const: A ist im Median über Länder um 5.4% des Referenz-Winklers besser (Panel-t[NW] = -1.71; 80% der Länder mit Vorteil A; 50% FDR-signifikant; Median-q = 0.099).,0.26968463587929015,0.9013344229225659,0.8,0.8,0.671
F3,RQ2 lstm/GF (saocp_cqr): adaptiv vs const,RQ2 lstm/GF (saocp_cqr): adaptiv vs const: A ist im Median über Länder um 6.4% des Referenz-Winklers besser (Panel-t[NW] = -1.62; 60% der Länder mit Vorteil A; 60% FDR-signifikant; Median-q = 0.022).,0.3205387982642822,0.9782941091743393,0.6,0.8,0.67
F2,RQ1 xlstm (dtaci_cqr): GF vs GI,RQ1 xlstm (dtaci_cqr): GF vs GI: A ist im Median über Länder um 4.4% des Referenz-Winklers besser (Panel-t[NW] = -3.11; 90% der Länder mit Vorteil A; 37% FDR-signifikant; Median-q = 0.121).,0.22146813327310222,0.879327122531186,0.9,0.8,0.67
F3,RQ2 xlstm/G (pid_cqr): adaptiv vs const,RQ2 xlstm/G (pid_cqr): adaptiv vs const: A ist im Median über Länder um 7.4% des Referenz-Winklers schlechter (Panel-t[NW] = 3.52; 0% der Länder mit Vorteil A; 23% FDR-signifikant; Median-q = 0.344).,0.3704646538418659,0.6563060191988068,1.0,0.8,0.668
F2,RQ1 xlstm (decay_ocp_cqr): G vs L,RQ1 xlstm (decay_ocp_cqr): G vs L: A ist im Median über Länder um 5.4% des Referenz-Winklers schlechter (Panel-t[NW] = 3.11; 0% der Länder mit Vorteil A; 37% FDR-signifikant; Median-q = 0.247).,0.27209204058243996,0.7526362623535598,1.0,0.8,0.667
F5,Fehlkalibrierung: lstm/L/cqr_static,lstm/L/cqr_static: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.781 (Unterdeckung um 1.9pp).,0.18897637795275646,0.9,0.7,1.0,0.667
F3,RQ2 lstm/G (dtaci_cqr): adaptiv vs const,RQ2 lstm/G (dtaci_cqr): adaptiv vs const: A ist im Median über Länder um 4.5% des Referenz-Winklers schlechter (Panel-t[NW] = 3.10; 10% der Länder mit Vorteil A; 43% FDR-signifikant; Median-q = 0.139).,0.2251233527837709,0.8607665370707311,0.9,0.8,0.666
F5,Fehlkalibrierung: xlstm/GI/pid_tan_cqr,xlstm/GI/pid_tan_cqr: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.825 (Überdeckung um 2.5pp).,0.25196850393700676,0.9,0.6,1.0,0.666
F13,VIX-Komplexität: glänzen komplexe Modelle bei VIX>20?,Komplex-vs-Klassisch-Vorsprung (Median-Skill): low_vix +0.103 → high_vix +0.025 (Δ -0.077) — widerlegt sie. Bestes Komplexmodell im high_vix-Regime: tirex (Skill 0.019). VIX>20 deckt 28% der Testmonate.,0.6197899853822981,0.6,0.7,0.8,0.666
F8,Pool-Sensitivität: arma_monthly/L/cqr_rolling,"arma_monthly/L/cqr_rolling: mittlere Coverage-Differenz rolling vs. expanding = 8.5pp (> 2pp-Schwelle) — Pool-Dünnbesetzung relevant (§F8.1, erwartet für SPCI).",0.8503937007874016,0.7,0.7,0.3,0.665
F5,Fehlkalibrierung: xlstm/L/cqr_static,xlstm/L/cqr_static: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.818 (Überdeckung um 1.8pp).,0.18110236220472364,0.9,0.7,1.0,0.664
F2,RQ1 lstm (decay_ocp_cqr): G vs L,RQ1 lstm (decay_ocp_cqr): G vs L: A ist im Median über Länder um 4.9% des Referenz-Winklers schlechter (Panel-t[NW] = 4.97; 10% der Länder mit Vorteil A; 50% FDR-signifikant; Median-q = 0.165).,0.24442712448887105,0.8352101127917103,0.9,0.8,0.664
F2,RQ1 lstm (cqr_static): GF vs GI,RQ1 lstm (cqr_static): GF vs GI: A ist im Median über Länder um 6.0% des Referenz-Winklers besser (Panel-t[NW] = -2.67; 60% der Länder mit Vorteil A; 63% FDR-signifikant; Median-q = 0.020).,0.29993239038544667,0.980029549170022,0.6,0.8,0.664
F5,Fehlkalibrierung: lstm/G/mondrian_cqr,lstm/G/mondrian_cqr: Coverage-Validität in 70% der Länder FDR-verworfen; mittlere Coverage 0.884 (Überdeckung um 8.4pp).,0.8425196850393701,0.9,0.7,0.0,0.663
F5,Fehlkalibrierung: xlstm/GI/decay_ocp_cqr,xlstm/GI/decay_ocp_cqr: Coverage-Validität in 40% der Länder FDR-verworfen; mittlere Coverage 0.837 (Überdeckung um 3.7pp).,0.370078740157479,0.9,0.4,1.0,0.661
F5,Fehlkalibrierung: lstm/L/pid_tan_cqr,lstm/L/pid_tan_cqr: Coverage-Validität in 60% der Länder FDR-verworfen; mittlere Coverage 0.824 (Überdeckung um 2.4pp).,0.23622047244094446,0.9,0.6,1.0,0.661
F8,Pool-Sensitivität: lstm/GF/cqr_rolling,"lstm/GF/cqr_rolling: mittlere Coverage-Differenz rolling vs. expanding = 8.3pp (> 2pp-Schwelle) — Pool-Dünnbesetzung relevant (§F8.1, erwartet für SPCI).",0.8346456692913387,0.7,0.7,0.3,0.66
F10,F10 arma vs arma_monthly (native),F10 arma vs arma_monthly (native): A ist im Median über Länder um 1.6% des Referenz-Winklers schlechter (Panel-t[NW] = 6.07; 10% der Länder mit Vorteil A; 50% FDR-signifikant; Median-q = 0.149).,0.07795974970761112,0.8506561624828172,0.9,1.0,0.659
F3,RQ2 xlstm/L (cqr_static): adaptiv vs const,RQ2 xlstm/L (cqr_static): adaptiv vs const: A ist im Median über Länder um 4.3% des Referenz-Winklers besser (Panel-t[NW] = -3.04; 70% der Länder mit Vorteil A; 67% FDR-signifikant; Median-q = 0.022).,0.21608839188711773,0.9782729132180328,0.7,0.8,0.658
